No,SN Tyre,Reg Unit,Tanggal Pengecekan,PIC,Suhu luar ruangan,Suhu Tyre,Aktual (PSI),Remedy PSI,Kondisi,Remark
1317,ABA 221007,ABA693,3/24/2023 6:51,NUR HUDHA,26,32,120,,,
1318,ABA 220601,ABA693,3/24/2023 6:51,NUR HUDHA,26,30,120,,,
1319,ABA 221124,ABA693,3/24/2023 6:51,NUR HUDHA,26,30,130,5,,
1320,ABA 221122,ABA693,3/24/2023 6:51,NUR HUDHA,26,32,130,5,,
1321,ABA 220912,ABA693,3/24/2023 6:51,NUR HUDHA,26,32,120,,,
1322,ABA 230208,ABA6100,3/24/2023 8:06,NUR HUDHA,28,32,100,,,
1323,ABA 230205,ABA6100,3/24/2023 8:06,NUR HUDHA,28,31,100,,,
1324,ABA 220727,ABA6100,3/24/2023 8:06,NUR HUDHA,28,33,120,,,
1325,ABA 220808,ABA6100,3/24/2023 8:06,NUR HUDHA,28,31,120,,,
1326,ABA 220809,ABA6100,3/24/2023 8:06,NUR HUDHA,28,32,120,,,
1327,ABA 230223,ABA6100,3/24/2023 8:06,NUR HUDHA,28,34,120,,,
1328,ABA 230228,ABA6100,3/24/2023 8:06,NUR HUDHA,28,33,120,,,
1329,ABA 220721,ABA6100,3/24/2023 8:06,NUR HUDHA,28,33,120,,,
1330,ABA 221116,ABA6100,3/24/2023 8:06,NUR HUDHA,28,33,120,,,
1331,ABA 220624,ABA694,3/25/2023 7:20,OBETH PARABAK,27,28,105,5,,
1332,ABA 220623,ABA694,3/25/2023 7:20,OBETH PARABAK,27,29,100,10,,
1333,ABA 221005 BS,ABA694,3/25/2023 7:20,OBETH PARABAK,27,28,120,,,
1334,ABA 221006,ABA694,3/25/2023 7:20,OBETH PARABAK,27,27,120,,,
1335,ABA 220724,ABA694,3/25/2023 7:20,OBETH PARABAK,27,27,120,,,
1336,ABA 220806,ABA694,3/25/2023 7:20,OBETH PARABAK,27,28,120,,,
1337,ABA 220725,ABA694,3/25/2023 7:20,OBETH PARABAK,27,26,120,,,
1338,ABA 221110,ABA694,3/25/2023 7:20,OBETH PARABAK,27,27,115,5,,
1339,ABA 221114,ABA694,3/25/2023 7:20,OBETH PARABAK,27,31,120,,,
1340,ABA 220907,ABA697,3/12/2023 7:43,OBETH PARABAK,26,27,120,,,
1341,ABA 220409,ABA697,3/12/2023 7:43,OBETH PARABAK,26,28,120,,,
1342,ABA 211206,ABA6101,3/17/2023 16:19,DIKI WAHYUDI,33,35,135,,,
1343,ABA 220706,ABA692,3/17/2023 14:30,DIKY WAHYUDI,39,40,140,,,
1344,ABA 220409,ABA697,3/19/2023 14:44,JANRI RANTETAMPANG,35,42,125,,,
1345,ABA 220706,ABA692,3/24/2023 10:46,NUR HUDHA,31,39,120,,,
1346,ABA 220909,ABA696,2/26/2023 7:30,OBETH PARABAK,26,27,115,5,,
1347,ABA 220413,ABA693,3/3/2023 7:46,OBETH PARABAK,25,25,115,5,,
1348,ABA 221143,ABA693,3/3/2023 7:46,OBETH PARABAK,25,26,120,,,
1349,ABA 220909,ABA696,3/5/2023 10:42,JANRI RANTETAMPANG,27.8,48,125,0,,
1350,ABA 221009,ABA699,3/6/2023 7:57,JANRI RANTETAMPANG,26,36,120,,,
1351,ABA 220811,ABA698,3/6/2023 10:25,JANRI RANTETAMPANG,31,49,120,,,
1352,ABA 220910,ABA6100,3/8/2023 10:24,JANRI RANTETAMPANG,29,40,125,,,
1353,ABA 220909,ABA696,3/12/2023 8:54,OBETH PARABAK,27,52,135,,,
1354,ABA 220913,ABA697,3/12/2023 7:43,OBETH PARABAK,26,29,120,,,
1355,ABA 221134,ABA6104,3/12/2023 7:16,OBETH PARABAK,26,28,135,,,
1356,ABA 221124,ABA6104,3/12/2023 7:16,OBETH PARABAK,26,30,130,5,,
1357,ABA 220811,ABA698,3/13/2023 9:36,OBETH PARABAK,27,47,125,,,
1358,ABA 221131,ABA6106,3/14/2023 13:26,OBETH PARABAK,31,44,140,,,
1359,ABA 220701,ABA693,3/17/2023 8:54,DKW & PAD,26.4,27,115,15,,
1360,ABA 220414,ABA692,3/17/2023 14:30,DIKY WAHYUDI,39,44,135,,,
1361,ABA 220910,ABA6100,3/17/2023 16:08,DIKY WAHYUDI,33,38,110,10,,
1362,ABA 221134,ABA6104,3/19/2023 6:49,JANRI RANTETAMPANG,26,29,130,5,,
1363,ABA 221124,ABA6104,3/19/2023 6:49,JANRI RANTETAMPANG,26,30,130,5,,
1364,ABA 221131,ABA6106,3/21/2023 10:12,JANRI RANTETAMPANG,28,39,135,,,
1365,ABA 220414,ABA692,3/24/2023 10:46,NUR HUDHA,31,36,135,,,
1366,ABA 220811,ABA6100,3/24/2023 8:06,NUR HUDHA,28,31,120,,,
1367,ABA 220907,ABA693,3/3/2023 7:46,OBETH PARABAK,25,25,115,5,,
1368,ABA 220723,ABA694,3/11/2023 9:13,OBETH PARABAK,28,36,130,,,
1369,ABA 220408,ABA697,3/12/2023 7:43,OBETH PARABAK,26,29,120,,,
1370,ABA 221003 DT,ABA6106,3/14/2023 13:26,OBETH PARABAK,31,36,120,,,
1371,ABA 220723,ABA694,3/18/2023 7:22,JANRI RANTETAMPANG,27,29,120,,,
1372,ABA 220807,ABA692,3/17/2023 14:30,DIKY WAHYUDI,39,42,125,,,
1373,ABA 220408,ABA697,3/19/2023 14:44,JANRI RANTETAMPANG,35,43,130,,,
1374,ABA 221003 DT,ABA6106,3/21/2023 10:12,JANRI RANTETAMPANG,28,35,115,5,,
1375,ABA 220807,ABA692,3/24/2023 10:46,NUR HUDHA,31,38,135,15,,
1376,ABA 220723,ABA694,3/25/2023 7:20,OBETH PARABAK,27,30,120,,,
1377,ABA 220722,ABA6103,3/29/2023 13:48,OBETH PARABAK,37,42,130,,,
1378,ABA 220722,ABA6103,4/5/2023 13:30,JANRI RANTETAMPANG,30.7,37,130,0,,
1379,ABA 220722,ABA6103,4/12/2023 15:33,OBETH PARABAK,29.7,32,125,0,,
1380,ABA 220722,ABA6103,4/19/2023 7:55,JANRI RANTETAMPANG,28.3,43,125,0,,
1381,ABA 220909,ABA692,4/21/2023 10:52,JANRI RANTETAMPANG,31,44,125,,,
1382,ABA 220808,ABA6100,4/21/2023 10:15,JANRI RANTETAMPANG,31,29,115,5,,
1383,ABA 221012,ABA699,4/10/2023 9:25,OBETH PARABAK,27.5,38,130,0,,
1384,ABA 220912,ABA693,4/21/2023 6:52,JRT,27,27,120,,,
1385,ABA 211021,ABA696,3/26/2023 10:28,OBETH PARABAK,30,30,130,,,
1386,ABA 211021,ABA696,4/2/2023 7:16,JANRI RANTETAMPANG,26,27,110,,,
1387,ABA 220701,ABA6104,4/9/2023 8:39,OBETH PARABAK,28,27,105,5,,
1388,ABA 211021,ABA696,4/9/2023 8:00,OBETH PARABAK,27.6,27,130,0,,
1389,ABA 220701,ABA6104,4/16/2023 13:37,JANRI RANTETAMPANG,30.9,28,110,10,,
1390,ABA 220408,ABA6101,4/21/2023 16:05,JANRI RANTETAMPANG,35,40,125,,,
1391,ABA 220210,ABA695,4/15/2023 8:50,JANRI RANTETAMPANG,25.5,27,125,10,,
1392,ABA 220601,ABA693,4/21/2023 6:52,JRT,27,27,120,,,
1393,ABA 221124,ABA693,4/21/2023 6:52,JRT,27,25,120,,,
1394,ABA 220310,ABA698,3/27/2023 9:50,OBETH PARABAK,29,40,105,5,,
1395,ABA 220414,ABA695,4/15/2023 8:50,JANRI RANTETAMPANG,25.5,26,110,10,,
1396,ABA 220314,ABA693,4/21/2023 6:52,JRT,27,27,105,,,
1397,ABA 220706,ABA692,4/21/2023 10:52,JANRI RANTETAMPANG,31,41,145,,,
1398,ABA 211206,ABA6101,4/21/2023 16:05,JANRI RANTETAMPANG,35,38,130,,,
1399,ABA 220409,ABA697,4/16/2023 7:38,JANRI RANTETAMPANG,24.7,25,85,35,,
1400,ABA 221101,ABA696,3/26/2023 10:28,OBETH PARABAK,30,34,105,5,,
1401,ABA 220903,ABA696,3/26/2023 10:28,OBETH PARABAK,30,34,100,10,,
1402,ABA 220609,ABA696,3/26/2023 10:28,OBETH PARABAK,30,31,120,,,
1403,ABA 221132,ABA696,3/26/2023 10:28,OBETH PARABAK,30,29,120,,,
1404,ABA 230227,ABA696,3/26/2023 10:28,OBETH PARABAK,30,29,120,,,
1405,ABA 230226,ABA696,3/26/2023 10:28,OBETH PARABAK,30,32,120,,,
1406,ABA220712,ABA696,3/26/2023 10:28,OBETH PARABAK,30,32,120,,,
1407,ABA 220905,ABA696,3/26/2023 10:28,OBETH PARABAK,30,32,120,,,
1408,ABA 221103,ABA6104,3/26/2023 10:25,OBETH PARABAK,29,32,105,5,,
1409,ABA 220619,ABA6104,3/26/2023 10:25,OBETH PARABAK,29,32,105,5,,
1410,ABA 221130,ABA6104,3/26/2023 10:25,OBETH PARABAK,29,31,130,5,,
1411,ABA 221128,ABA6104,3/26/2023 10:25,OBETH PARABAK,29,29,135,,,
1412,ABA 221126,ABA6104,3/26/2023 10:25,OBETH PARABAK,29,29,135,,,
1413,ABA 221139,ABA6104,3/26/2023 10:25,OBETH PARABAK,29,31,135,,,
1414,ABA 221125,ABA6104,3/26/2023 10:25,OBETH PARABAK,29,29,130,5,,
1415,ABA 221123,ABA6104,3/26/2023 10:25,OBETH PARABAK,29,32,135,,,
1416,ABA 220617,ABA699,3/27/2023 10:50,AULEO F.P,30,36,110,,,
1417,ABA 220616,ABA699,3/27/2023 10:50,AULEO F.P,30,37,110,,,
1418,ABA 220908,ABA699,3/27/2023 10:50,AULEO F.P,30,35,120,,,
1419,ABA 221012,ABA699,3/27/2023 10:50,AULEO F.P,30,33,120,,,
1420,ABA 220802,ABA699,3/27/2023 10:50,AULEO F.P,30,33,120,,,
1421,ABA 220801,ABA699,3/27/2023 10:50,AULEO F.P,30,34,120,,,
1422,ABA 221115,ABA699,3/27/2023 10:50,AULEO F.P,30,40,120,,,
1423,ABA 220719,ABA699,3/27/2023 10:50,AULEO F.P,30,31,110,10,,
1424,ABA 221011,ABA699,3/27/2023 10:50,AULEO F.P,30,30,120,,,
1425,ABA 221002 DT,ABA699,3/27/2023 10:50,AULEO F.P,30,34,120,,,
1426,ABA 221105,ABA6105,3/27/2023 7:09,OBETH PARABAK,26,26,105,5,,
1427,ABA 221102,ABA6105,3/27/2023 7:09,OBETH PARABAK,26,26,100,10,,
1428,ABA 221117,ABA6105,3/27/2023 7:09,OBETH PARABAK,26,26,135,,,
1429,ABA 221118,ABA6105,3/27/2023 7:09,OBETH PARABAK,26,25,130,5,,
1430,ABA 221121,ABA6105,3/27/2023 7:09,OBETH PARABAK,26,26,135,,,
1431,ABA 221119,ABA6105,3/27/2023 7:09,OBETH PARABAK,26,27,135,,,
1432,ABA 221129,ABA6105,3/27/2023 7:09,OBETH PARABAK,26,27,130,5,,
1433,ABA 221127,ABA6105,3/27/2023 7:09,OBETH PARABAK,26,25,130,5,,
1434,ABA 221120,ABA6105,3/27/2023 7:09,OBETH PARABAK,26,25,130,5,,
1435,ABA 221149,ABA6105,3/27/2023 7:09,OBETH PARABAK,26,27,130,5,,
1436,ABA 221145,ABA698,3/27/2023 9:50,OBETH PARABAK,29,35,140,,,
1437,ABA 221147,ABA698,3/27/2023 9:50,OBETH PARABAK,29,33,150,,,
1438,ABA 221141,ABA698,3/27/2023 9:50,OBETH PARABAK,29,34,140,,,
1439,ABA 221148,ABA698,3/27/2023 9:50,OBETH PARABAK,29,35,140,,,
1440,ABA 211023,ABA698,3/27/2023 9:50,OBETH PARABAK,29,32,140,,,
1441,ABA 220902,ABA6103,3/29/2023 13:48,OBETH PARABAK,37,40,105,5,,
1442,ABA 220615,ABA6103,3/29/2023 13:48,OBETH PARABAK,37,43,105,5,,
1443,ABA 220605,ABA6103,3/29/2023 13:48,OBETH PARABAK,37,40,130,,,
1444,ABA 220606,ABA6103,3/29/2023 13:48,OBETH PARABAK,37,45,130,,,
1445,ABA 220728,ABA6103,3/29/2023 13:48,OBETH PARABAK,37,44,135,,,
1446,ABA 220726,ABA6103,3/29/2023 13:48,OBETH PARABAK,37,42,135,,,
1447,ABA 220720,ABA6103,3/29/2023 13:48,OBETH PARABAK,37,40,130,,,
1448,ABA 221137,ABA6103,3/29/2023 13:48,OBETH PARABAK,37,45,140,,,
1449,ABA 220707,ABA6103,3/29/2023 13:48,OBETH PARABAK,37,40,130,,,
1450,ABA 220621,ABA6102,3/29/2023 15:35,OBETH PARABAK,34,44,110,,,
1451,ABA 220622,ABA6102,3/29/2023 15:35,OBETH PARABAK,34,45,115,,,
1452,ABA 221010,ABA6102,3/29/2023 15:35,OBETH PARABAK,34,40,130,,,
1453,ABA 221008,ABA6102,3/29/2023 15:35,OBETH PARABAK,34,44,135,,,
1454,ABA 221013,ABA6102,3/29/2023 15:35,OBETH PARABAK,34,48,130,,,
1455,ABA 221015,ABA6102,3/29/2023 15:35,OBETH PARABAK,34,41,130,,,
1456,ABA 220607,ABA6102,3/29/2023 15:35,OBETH PARABAK,34,39,130,,,
1457,ABA 221143,ABA6102,3/29/2023 15:35,OBETH PARABAK,34,49,150,,,
1458,ABA 221014,ABA6102,3/29/2023 15:35,OBETH PARABAK,34,35,135,,,
1459,ABA 220716,ABA6102,3/29/2023 15:35,OBETH PARABAK,34,41,130,,,
1460,ABA 221104,ABA6106,3/29/2023 10:03,OBETH PARABAK,29,36,90,20,,
1461,ABA 220904,ABA6106,3/29/2023 10:03,OBETH PARABAK,29,36,105,,,
1462,ABA 221140,ABA6106,3/29/2023 10:03,OBETH PARABAK,29,33,135,,,
1463,ABA 221133,ABA6106,3/29/2023 10:03,OBETH PARABAK,29,31,135,,,
1464,ABA 221135,ABA6106,3/29/2023 10:03,OBETH PARABAK,29,31,135,,,
1465,ABA 221136,ABA6106,3/29/2023 10:03,OBETH PARABAK,29,33,135,,,
1466,ABA 221004 DT,ABA6106,3/29/2023 10:03,OBETH PARABAK,29,31,115,5,,
1467,ABA 221146,ABA6106,3/29/2023 10:03,OBETH PARABAK,29,33,135,,,
1468,ABA 230209,ABA697,3/29/2023 10:38,OBETH PARABAK,31,34,105,5,,
1469,ABA 230210,ABA697,3/29/2023 10:38,OBETH PARABAK,31,35,95,15,,
1470,ABA 221009,ABA697,3/29/2023 10:38,OBETH PARABAK,31,32,120,,,
1471,ABA 220907,ABA697,3/29/2023 10:38,OBETH PARABAK,31,30,120,,,
1472,ABA 230225,ABA697,3/29/2023 10:38,OBETH PARABAK,31,32,120,,,
1473,ABA 230224,ABA697,3/29/2023 10:38,OBETH PARABAK,31,34,125,,,
1474,ABA 221108,ABA697,3/29/2023 10:38,OBETH PARABAK,31,33,120,,,
1475,ABA 221107,ABA697,3/29/2023 10:38,OBETH PARABAK,31,32,120,,,
1476,ABA 220314,ABA693,3/31/2023 14:05,PAD & DKW,29.3,31,110,0,,
1477,ABA 220312,ABA693,3/31/2023 14:05,PAD & DKW,29.3,31,110,0,,
1478,ABA 220730,ABA693,3/31/2023 14:05,PAD & DKW,29.3,31,120,0,,
1479,ABA 221138,ABA693,3/31/2023 14:05,PAD & DKW,29.3,20,120,0,,
1480,ABA 220906,ABA693,3/31/2023 14:05,PAD & DKW,29.3,27,120,0,,
1481,ABA 221007,ABA693,3/31/2023 14:05,PAD & DKW,29.3,31,120,0,,
1482,ABA 220601,ABA693,3/31/2023 14:05,PAD & DKW,29.3,29,120,0,,
1483,ABA 221124,ABA693,3/31/2023 14:05,PAD & DKW,29.3,27,100,10,,
1484,ABA 221122,ABA693,3/31/2023 14:05,PAD & DKW,29.3,27,120,0,,
1485,ABA 220912,ABA693,3/31/2023 14:05,PAD & DKW,29.3,31,120,0,,
1486,ABA 220618,ABA692,3/31/2023 15:00,PAD & DKW,,41,105,10,,
1487,ABA 20901,ABA692,3/31/2023 15:00,PAD & DKW,,41,105,10,,
1488,ABA 221109,ABA692,3/31/2023 15:00,PAD & DKW,,35,120,0,,
1489,ABA 221113,ABA692,3/31/2023 15:00,PAD & DKW,,38,120,0,,
1490,ABA 220909,ABA692,3/31/2023 15:00,PAD & DKW,,39,120,0,,
1491,ABA 221144,ABA692,3/31/2023 15:00,PAD & DKW,,35,135,0,,
1492,ABA 221142,ABA692,3/31/2023 15:00,PAD & DKW,,35,135,0,,
1493,ABA 221104,ABA6106,3/31/2023 13:25,PAD & DKW,29.9,32,105,0,,
1494,ABA 220904,ABA6106,3/31/2023 13:25,PAD & DKW,29.9,32,105,0,,
1495,ABA 221140,ABA6106,3/31/2023 13:25,PAD & DKW,29.9,31,135,0,,
1496,ABA 221133,ABA6106,3/31/2023 13:25,PAD & DKW,29.9,31,135,0,,
1497,ABA 221135,ABA6106,3/31/2023 13:25,PAD & DKW,29.9,30,135,0,,
1498,ABA 221136,ABA6106,3/31/2023 13:25,PAD & DKW,29.9,31,135,0,,
1499,ABA 221004 DT,ABA6106,3/31/2023 13:25,PAD & DKW,29.9,31,120,0,,
1500,ABA 221146,ABA6106,3/31/2023 13:25,PAD & DKW,29.9,30,135,0,,
1501,ABA 230208,ABA6100,3/31/2023 14:36,PAD & DKW,31.2,41,105,10,,
1502,ABA 230205,ABA6100,3/31/2023 14:36,PAD & DKW,31.2,41,100,15,,
1503,ABA 220727,ABA6100,3/31/2023 14:36,PAD & DKW,31.2,37,120,0,,
1504,ABA 220717,ABA6100,3/31/2023 14:36,PAD & DKW,31.2,38,130,0,,
1505,ABA 220808,ABA6100,3/31/2023 14:36,PAD & DKW,31.2,35,120,0,,
1506,ABA 220809,ABA6100,3/31/2023 14:36,PAD & DKW,31.2,39,125,0,,
1507,ABA 230223,ABA6100,3/31/2023 14:36,PAD & DKW,31.2,36,120,0,,
1508,ABA 230228,ABA6100,3/31/2023 14:36,PAD & DKW,31.2,38,120,0,,
1509,ABA 220721,ABA6100,3/31/2023 14:36,PAD & DKW,31.2,36,120,0,,
1510,ABA 221116,ABA6100,3/31/2023 14:36,PAD & DKW,31.2,39,125,0,,
1511,ABA 201201 CMP,406,4/1/2023 15:09,JANRI RANTETAMPANG,32,38,35,,,
1512,ABA 221005,406,4/1/2023 15:09,JANRI RANTETAMPANG,32,37,20,15,,
1513,ABA 211104 GT,ABA695,4/1/2023 15:25,JANRI RANTETAMPANG,32,40,105,,,
1514,ABA 220417,ABA695,4/1/2023 15:25,JANRI RANTETAMPANG,32,46,105,,,
1515,ABA 220115,ABA695,4/1/2023 15:25,JANRI RANTETAMPANG,32,42,125,10,,
1516,ABA 220207,ABA695,4/1/2023 15:25,JANRI RANTETAMPANG,32,41,140,,,
1517,ABA 220210,ABA695,4/1/2023 15:25,JANRI RANTETAMPANG,32,38,140,,,
1518,ABA 220804,ABA695,4/1/2023 15:25,JANRI RANTETAMPANG,32,44,130,,,
1519,ABA 220803,ABA695,4/1/2023 15:25,JANRI RANTETAMPANG,32,40,125,,,
1520,ABA 220624,ABA694,4/1/2023 10:14,JANRI RANTETAMPANG,29,35,100,5,,
1521,ABA 220623,ABA694,4/1/2023 10:14,JANRI RANTETAMPANG,29,38,100,5,,
1522,ABA 221005 BS,ABA694,4/1/2023 10:14,JANRI RANTETAMPANG,29,31,115,5,,
1523,ABA 221006,ABA694,4/1/2023 10:14,JANRI RANTETAMPANG,29,30,115,5,,
1524,ABA 220724,ABA694,4/1/2023 10:14,JANRI RANTETAMPANG,29,31,120,,,
1525,ABA 220806,ABA694,4/1/2023 10:14,JANRI RANTETAMPANG,29,34,120,,,
1526,ABA 220725,ABA694,4/1/2023 10:14,JANRI RANTETAMPANG,29,30,115,5,,
1527,ABA 221110,ABA694,4/1/2023 10:14,JANRI RANTETAMPANG,29,31,105,15,,
1528,ABA 221114,ABA694,4/1/2023 10:14,JANRI RANTETAMPANG,29,37,120,,,
1529,ABA 230209,ABA697,4/2/2023 6:42,JANRI RANTETAMPANG,26,29,100,,,
1530,ABA 230210,ABA697,4/2/2023 6:42,JANRI RANTETAMPANG,26,30,100,,,
1531,ABA 221009,ABA697,4/2/2023 6:42,JANRI RANTETAMPANG,26,28,115,5,,
1532,ABA 220907,ABA697,4/2/2023 6:42,JANRI RANTETAMPANG,26,30,115,5,,
1533,ABA 230225,ABA697,4/2/2023 6:42,JANRI RANTETAMPANG,26,30,115,,,
1534,ABA 230224,ABA697,4/2/2023 6:42,JANRI RANTETAMPANG,26,28,120,,,
1535,ABA 221108,ABA697,4/2/2023 6:42,JANRI RANTETAMPANG,26,27,115,5,,
1536,ABA 221107,ABA697,4/2/2023 6:42,JANRI RANTETAMPANG,26,29,110,10,,
1537,ABA 221101,ABA696,4/2/2023 7:16,JANRI RANTETAMPANG,26,30,100,,,
1538,ABA 220903,ABA696,4/2/2023 7:16,JANRI RANTETAMPANG,26,31,100,,,
1539,ABA 220609,ABA696,4/2/2023 7:16,JANRI RANTETAMPANG,26,28,135,,,
1540,ABA 221132,ABA696,4/2/2023 7:16,JANRI RANTETAMPANG,26,28,130,,,
1541,ABA 230227,ABA696,4/2/2023 7:16,JANRI RANTETAMPANG,26,30,130,,,
1542,ABA 230226,ABA696,4/2/2023 7:16,JANRI RANTETAMPANG,26,28,130,,,
1543,ABA220712,ABA696,4/2/2023 7:16,JANRI RANTETAMPANG,26,29,120,,,
1544,ABA 220905,ABA696,4/2/2023 7:16,JANRI RANTETAMPANG,26,30,130,,,
1545,ABA 221103,ABA6104,4/2/2023 7:53,JANRI RANTETAMPANG,27,40,100,5,,
1546,ABA 220619,ABA6104,4/2/2023 7:53,JANRI RANTETAMPANG,27,42,100,15,,
1547,ABA 221130,ABA6104,4/2/2023 7:53,JANRI RANTETAMPANG,27,36,125,,,
1548,ABA 221128,ABA6104,4/2/2023 7:53,JANRI RANTETAMPANG,27,37,130,5,,
1549,ABA 221126,ABA6104,4/2/2023 7:53,JANRI RANTETAMPANG,27,39,120,,,
1550,ABA 221139,ABA6104,4/2/2023 7:53,JANRI RANTETAMPANG,27,37,120,,,
1551,ABA 220913,ABA6104,4/2/2023 7:53,JANRI RANTETAMPANG,27,36,120,,,
1552,ABA 220701,ABA6104,4/2/2023 7:53,JANRI RANTETAMPANG,27,35,135,,,
1553,ABA 221125,ABA6104,4/2/2023 7:53,JANRI RANTETAMPANG,27,42,120,,,
1554,ABA 221123,ABA6104,4/2/2023 7:53,JANRI RANTETAMPANG,27,37,120,,,
1555,ABA 221104,ABA6106,4/4/2023 13:22,JANRI RANTETAMPANG,27,29,100,,,
1556,ABA 220904,ABA6106,4/4/2023 13:22,JANRI RANTETAMPANG,27,29,90,10,,
1557,ABA 221140,ABA6106,4/4/2023 13:22,JANRI RANTETAMPANG,27,28,125,10,,
1558,ABA 221133,ABA6106,4/4/2023 13:22,JANRI RANTETAMPANG,27,27,125,10,,
1559,ABA 221135,ABA6106,4/4/2023 13:22,JANRI RANTETAMPANG,27,27,125,10,,
1560,ABA 221136,ABA6106,4/4/2023 13:22,JANRI RANTETAMPANG,27,28,125,10,,
1561,ABA 221004 DT,ABA6106,4/4/2023 13:22,JANRI RANTETAMPANG,27,27,110,10,,
1562,ABA 221146,ABA6106,4/4/2023 13:22,JANRI RANTETAMPANG,27,29,125,10,,
1563,ABA 220621,ABA6102,4/5/2023 7:04,ARIYANTO,25.4,31,100,0,,
1564,ABA 220622,ABA6102,4/5/2023 7:04,ARIYANTO,25.4,31,105,0,,
1565,ABA 221010,ABA6102,4/5/2023 7:04,ARIYANTO,25.4,30,120,0,,
1566,ABA 221008,ABA6102,4/5/2023 7:04,ARIYANTO,25.4,31,120,0,,
1567,ABA 221013,ABA6102,4/5/2023 7:04,ARIYANTO,25.4,30,120,0,,
1568,ABA 221015,ABA6102,4/5/2023 7:04,ARIYANTO,25.4,31,120,0,,
1569,ABA 220607,ABA6102,4/5/2023 7:04,ARIYANTO,25.4,29,120,0,,
1570,ABA 221143,ABA6102,4/5/2023 7:04,ARIYANTO,25.4,31,135,0,,
1571,ABA 221014,ABA6102,4/5/2023 7:04,ARIYANTO,25.4,31,120,0,,
1572,ABA 220716,ABA6102,4/5/2023 7:04,ARIYANTO,25.4,31,120,0,,
1573,ABA 220902,ABA6103,4/5/2023 13:30,JANRI RANTETAMPANG,30.7,35,100,5,,
1574,ABA 220615,ABA6103,4/5/2023 13:30,JANRI RANTETAMPANG,30.7,37,100,5,,
1575,ABA 220605,ABA6103,4/5/2023 13:30,JANRI RANTETAMPANG,30.7,33,125,0,,
1576,ABA 220606,ABA6103,4/5/2023 13:30,JANRI RANTETAMPANG,30.7,36,130,0,,
1577,ABA 220728,ABA6103,4/5/2023 13:30,JANRI RANTETAMPANG,30.7,34,130,0,,
1578,ABA 220726,ABA6103,4/5/2023 13:30,JANRI RANTETAMPANG,30.7,37,130,0,,
1579,ABA 220720,ABA6103,4/5/2023 13:30,JANRI RANTETAMPANG,30.7,37,130,0,,
1580,ABA 221137,ABA6103,4/5/2023 13:30,JANRI RANTETAMPANG,30.7,44,140,0,,
1581,ABA 220707,ABA6103,4/5/2023 13:30,JANRI RANTETAMPANG,30.7,38,130,0,,
1582,ABA 230201,310,4/6/2023 6:57,JANRI RANTETAMPANG,26,28,60,,,
1583,ABA 221004,310,4/6/2023 6:57,JANRI RANTETAMPANG,26,28,65,,,
1584,ABA 221002,310,4/6/2023 6:57,JANRI RANTETAMPANG,26,28,60,,,
1585,ABA 221001,310,4/6/2023 6:57,JANRI RANTETAMPANG,26,27,65,,,
1586,ABA 221003,310,4/6/2023 6:57,JANRI RANTETAMPANG,26,26,60,,,
1587,ABA 220614,309,4/6/2023 7:50,JANRI RANTETAMPANG,27,28,65,,,
1588,ABA 220613,309,4/6/2023 7:50,JANRI RANTETAMPANG,27,28,65,,,
1589,ABA 220612 MG,309,4/6/2023 7:50,JANRI RANTETAMPANG,27,29,65,,,
1590,ABA 220611 MG,309,4/6/2023 7:50,JANRI RANTETAMPANG,27,29,70,,,
1591,ABA 210906 MG,309,4/6/2023 7:50,JANRI RANTETAMPANG,27,28,65,,,
1592,ABA 210905 MG,309,4/6/2023 7:50,JANRI RANTETAMPANG,27,28,65,,,
1593,ABA 220314,ABA693,4/7/2023 13:00,HARIRA TUAHNO,31,33,105,,,
1594,ABA 220312,ABA693,4/7/2023 13:00,HARIRA TUAHNO,31,39,110,,,
1595,ABA 220730,ABA693,4/7/2023 13:00,HARIRA TUAHNO,31,28,115,5,,
1596,ABA 221138,ABA693,4/7/2023 13:00,HARIRA TUAHNO,31,30,120,,,
1597,ABA 220906,ABA693,4/7/2023 13:00,HARIRA TUAHNO,31,35,115,5,,
1598,ABA 221007,ABA693,4/7/2023 13:00,HARIRA TUAHNO,31,31,120,,,
1599,ABA 220601,ABA693,4/7/2023 13:00,HARIRA TUAHNO,31,32,120,,,
1600,ABA 221124,ABA693,4/7/2023 13:00,HARIRA TUAHNO,31,32,100,20,,
1601,ABA 221122,ABA693,4/7/2023 13:00,HARIRA TUAHNO,31,34,125,,,
1602,ABA 220912,ABA693,4/7/2023 13:00,HARIRA TUAHNO,31,31,120,,,
1603,ABA H02002,719,4/7/2023 9:51,HARIRA TUAHNO,26,30,100,,,
1604,ABA H02001,719,4/7/2023 9:51,HARIRA TUAHNO,26,30,100,,,
1605,ABA 01420-2,719,4/7/2023 9:51,HARIRA TUAHNO,26,31,120,,,
1606,ABA 10420-2,719,4/7/2023 9:51,HARIRA TUAHNO,26,27,115,5,,
1607,ABA 07420-2,719,4/7/2023 9:51,HARIRA TUAHNO,26,26,115,5,,
1608,ABA 01120-2,719,4/7/2023 9:51,HARIRA TUAHNO,26,30,120,,,
1609,ABA 201114-1 EKS,719,4/7/2023 9:51,HARIRA TUAHNO,26,31,115,5,,
1610,ABA 210116 EKS,719,4/7/2023 9:51,HARIRA TUAHNO,26,26,115,5,,
1611,ABA 09420-2,719,4/7/2023 9:51,HARIRA TUAHNO,26,26,115,5,,
