No,SN Tyre,Reg Unit,Tanggal Pengecekan,PIC,Suhu luar ruangan,Suhu Tyre,Aktual (PSI),Remedy PSI,Kondisi,Remark
1998,ABA 221001 DT,ABA6104,4/30/2023 11:15,JANRI RANTETAMPANG,31,34,115,5,,
1999,ABA 230222,ABA6104,4/30/2023 11:15,JANRI RANTETAMPANG,31,31,115,5,,
2000,ABA 221125,ABA6104,4/30/2023 11:15,JANRI RANTETAMPANG,31,40,130,5,,
2001,ABA 221123,ABA6104,4/30/2023 11:15,JANRI RANTETAMPANG,31,33,135,0,,
2002,ABA 221101,ABA696,4/30/2023 7:08,JANRI RANTETAMPANG,26,29,95,5,,
2003,ABA 220903,ABA696,4/30/2023 7:08,JANRI RANTETAMPANG,26,28,95,5,,
2004,ABA 220609,ABA696,4/30/2023 7:08,JANRI RANTETAMPANG,26,27,125,0,,
2005,ABA 221132,ABA696,4/30/2023 7:08,JANRI RANTETAMPANG,26,27,120,15,,
2006,ABA 230227,ABA696,4/30/2023 7:08,JANRI RANTETAMPANG,26,27,115,0,,
2007,ABA 230226,ABA696,4/30/2023 7:08,JANRI RANTETAMPANG,26,27,125,0,,
2008,ABA 230318,ABA696,4/30/2023 7:08,JANRI RANTETAMPANG,26,26,120,0,,
2009,ABA 220905,ABA696,4/30/2023 7:08,JANRI RANTETAMPANG,26,27,125,0,,
2010,ABA 221108,ABA696,4/30/2023 7:08,JANRI RANTETAMPANG,26,27,125,0,,
2011,ABA 220624,ABA694,4/30/2023 9:40,JANRI RANTETAMPANG,29,28,100,0,,
2012,ABA 220623,ABA694,4/30/2023 9:40,JANRI RANTETAMPANG,29,29,100,0,,
2013,ABA 221005 BS,ABA694,4/30/2023 9:40,JANRI RANTETAMPANG,29,30,120,0,,
2014,ABA 221006,ABA694,4/30/2023 9:40,JANRI RANTETAMPANG,29,29,115,5,,
2015,ABA 220724,ABA694,4/30/2023 9:40,JANRI RANTETAMPANG,29,30,120,0,,
2016,ABA 220811,ABA694,4/30/2023 9:40,JANRI RANTETAMPANG,29,29,115,5,,
2017,ABA 220806,ABA694,4/30/2023 9:40,JANRI RANTETAMPANG,29,29,115,5,,
2018,ABA 220913,ABA694,4/30/2023 9:40,JANRI RANTETAMPANG,29,30,120,0,,
2019,ABA 221114,ABA694,4/30/2023 9:40,JANRI RANTETAMPANG,29,30,110,10,,
2020,ABA 220617,ABA699,5/1/2023 8:37,JANRI RANTETAMPANG,28.8,45,115,0,,
2021,ABA 220616,ABA699,5/1/2023 8:37,JANRI RANTETAMPANG,28.8,44,110,5,,
2022,ABA 220908,ABA699,5/1/2023 8:37,JANRI RANTETAMPANG,28.8,42,130,0,,
2023,ABA 211023,ABA699,5/1/2023 8:37,JANRI RANTETAMPANG,28.8,45,145,0,,
2024,ABA 220802,ABA699,5/1/2023 8:37,JANRI RANTETAMPANG,28.8,56,130,0,,
2025,ABA 220801,ABA699,5/1/2023 8:37,JANRI RANTETAMPANG,28.8,52,130,0,,
2026,ABA 221115,ABA699,5/1/2023 8:37,JANRI RANTETAMPANG,28.8,42,130,0,,
2027,ABA 220719,ABA699,5/1/2023 8:37,JANRI RANTETAMPANG,28.8,45,115,5,,
2028,ABA 221011,ABA699,5/1/2023 8:37,JANRI RANTETAMPANG,28.8,53,130,0,,
2029,ABA 221002 DT,ABA699,5/1/2023 8:37,JANRI RANTETAMPANG,28.8,47,125,0,,
2030,ABA 221104,ABA6106,5/2/2023 9:15,JANRI RANTETAMPANG,26.3,27,100,0,,
2031,ABA 220904,ABA6106,5/2/2023 9:15,JANRI RANTETAMPANG,26.3,27,100,0,,
2032,ABA 221140,ABA6106,5/2/2023 9:15,JANRI RANTETAMPANG,26.3,26,130,5,,
2033,ABA 221133,ABA6106,5/2/2023 9:15,JANRI RANTETAMPANG,26.3,26,130,5,,
2034,ABA 221135,ABA6106,5/2/2023 9:15,JANRI RANTETAMPANG,26.3,26,130,5,,
2035,ABA 221136,ABA6106,5/2/2023 9:15,JANRI RANTETAMPANG,26.3,27,135,0,,
2036,ABA 221004 DT,ABA6106,5/2/2023 9:15,JANRI RANTETAMPANG,26.3,26,115,5,,
2037,ABA 220723,ABA6106,5/2/2023 9:15,JANRI RANTETAMPANG,26.3,27,115,5,,
2038,ABA 221146,ABA6106,5/2/2023 9:15,JANRI RANTETAMPANG,26.3,28,125,5,,
2039,ABA 220621,ABA6102,5/3/2023 10:03,JANRI RANTETAMPANG,31.6,45,115,0,,
2040,ABA 220622,ABA6102,5/3/2023 10:03,JANRI RANTETAMPANG,31.6,45,110,5,,
2041,ABA 221010,ABA6102,5/3/2023 10:03,JANRI RANTETAMPANG,31.6,40,125,0,,
2042,ABA 221008,ABA6102,5/3/2023 10:03,JANRI RANTETAMPANG,31.6,43,125,0,,
2043,ABA 221015,ABA6102,5/3/2023 10:03,JANRI RANTETAMPANG,31.6,43,125,0,,
2044,ABA 220607,ABA6102,5/3/2023 10:03,JANRI RANTETAMPANG,31.6,40,125,0,,
2045,ABA 221143,ABA6102,5/3/2023 10:03,JANRI RANTETAMPANG,31.6,42,140,0,,
2046,ABA 221014,ABA6102,5/3/2023 10:03,JANRI RANTETAMPANG,31.6,45,125,0,,
2047,ABA 220716,ABA6102,5/3/2023 10:03,JANRI RANTETAMPANG,31.6,41,120,0,,
2048,ABA 230201,310,5/4/2023 11:18,JANRI RANTETAMPANG,32,36,60,0,,
2049,ABA 221004,310,5/4/2023 11:18,JANRI RANTETAMPANG,32,38,60,0,,
2050,ABA 221002,310,5/4/2023 11:18,JANRI RANTETAMPANG,32,39,60,0,,
2051,ABA 221001,310,5/4/2023 11:18,JANRI RANTETAMPANG,32,36,60,0,,
2052,ABA 221003,310,5/4/2023 11:18,JANRI RANTETAMPANG,32,39,60,0,,
2053,ABA 220315,ABA6101,5/5/2023 9:05,SEPTIAN (MEKANIK MAGANG),30,32,100,,,
2054,ABA 220316,ABA6101,5/5/2023 9:05,SEPTIAN (MEKANIK MAGANG),30,32,100,,,
2055,ABA 221106,ABA6101,5/5/2023 9:05,SEPTIAN (MEKANIK MAGANG),30,33,115,5,,
2056,ABA 220703,ABA6101,5/5/2023 9:05,SEPTIAN (MEKANIK MAGANG),30,32,95,25,,
2057,ABA 220702,ABA6101,5/5/2023 9:05,SEPTIAN (MEKANIK MAGANG),30,40,115,5,,
2058,ABA 221013,ABA6101,5/5/2023 9:05,SEPTIAN (MEKANIK MAGANG),30,40,115,5,,
2059,ABA 221110,ABA6101,5/5/2023 9:05,SEPTIAN (MEKANIK MAGANG),30,31,115,5,,
2060,ABA 230208,ABA6100,5/5/2023 8:51,SEPTIAN (MEK.MAGANG),29,34,100,,,
2061,ABA 230205,ABA6100,5/5/2023 8:51,SEPTIAN (MEK.MAGANG),29,33,100,,,
2062,ABA 220727,ABA6100,5/5/2023 8:51,SEPTIAN (MEK.MAGANG),29,33,120,,,
2063,ABA 220720,ABA6100,5/5/2023 8:51,SEPTIAN (MEK.MAGANG),29,32,115,5,,
2064,ABA 220809,ABA6100,5/5/2023 8:51,SEPTIAN (MEK.MAGANG),29,35,120,,,
2065,ABA 230308,ABA6100,5/5/2023 8:51,SEPTIAN (MEK.MAGANG),29,35,120,,,
2066,ABA 230228,ABA6100,5/5/2023 8:51,SEPTIAN (MEK.MAGANG),29,33,115,5,,
2067,ABA 220721,ABA6100,5/5/2023 8:51,SEPTIAN (MEK.MAGANG),29,35,110,10,,
2068,ABA 221107,ABA6100,5/5/2023 8:51,SEPTIAN (MEK.MAGANG),29,37,120,,,
2069,ABA 230215,ABA693,5/5/2023 7:05,SEPTIAN (MEK.MAGANG),30,29,100,,,
2070,ABA 230216,ABA693,5/5/2023 7:05,SEPTIAN (MEK.MAGANG),30,30,100,,,
2071,ABA 220730,ABA693,5/5/2023 7:05,SEPTIAN (MEK.MAGANG),30,29,120,,,
2072,ABA 221138,ABA693,5/5/2023 7:05,SEPTIAN (MEK.MAGANG),30,30,130,,,
2073,ABA 220906,ABA693,5/5/2023 7:05,SEPTIAN (MEK.MAGANG),30,30,120,,,
2074,ABA 221007,ABA693,5/5/2023 7:05,SEPTIAN (MEK.MAGANG),30,29,120,,,
2075,ABA 230305,ABA693,5/5/2023 7:05,SEPTIAN (MEK.MAGANG),30,29,115,5,,
2076,ABA 230310,ABA693,5/5/2023 7:05,SEPTIAN (MEK.MAGANG),30,30,115,5,,
2077,ABA 221122,ABA693,5/5/2023 7:05,SEPTIAN (MEK.MAGANG),30,29,130,,,
2078,ABA 220618,ABA692,5/5/2023 8:45,SEPTIAN (MEK.MAGANG),30,34,90,,,
2079,ABA 20901,ABA692,5/5/2023 8:45,SEPTIAN (MEK.MAGANG),30,33,90,,,
2080,ABA 221109,ABA692,5/5/2023 8:45,SEPTIAN (MEK.MAGANG),30,34,120,,,
2081,ABA 221113,ABA692,5/5/2023 8:45,SEPTIAN (MEK.MAGANG),30,37,120,,,
2082,ABA 230316,ABA692,5/5/2023 8:45,SEPTIAN (MEK.MAGANG),30,33,120,,,
2083,ABA 230315,ABA692,5/5/2023 8:45,SEPTIAN (MEK.MAGANG),30,32,120,,,
2084,ABA 221144,ABA692,5/5/2023 8:45,SEPTIAN (MEK.MAGANG),30,37,135,,,
2085,ABA 221142,ABA692,5/5/2023 8:45,SEPTIAN (MEK.MAGANG),30,38,135,,,
2086,ABA 221131,ABA692,5/5/2023 8:45,SEPTIAN (MEK.MAGANG),30,33,125,,,
2087,ABA 211104 GT,ABA695,5/6/2023 11:04,JANRI RANTETAMPANG,31.2,31,100,0,,
2088,ABA 220417,ABA695,5/6/2023 11:04,JANRI RANTETAMPANG,31.2,31,100,0,,
2089,ABA 221003 DT,ABA695,5/6/2023 11:04,JANRI RANTETAMPANG,31.2,31,115,0,,
2090,ABA 230311,ABA695,5/6/2023 11:04,JANRI RANTETAMPANG,31.2,31,120,0,,
2091,ABA 220307,ABA695,5/6/2023 11:04,JANRI RANTETAMPANG,31.2,33,135,0,,
2092,ABA 220804,ABA695,5/6/2023 11:04,JANRI RANTETAMPANG,31.2,31,120,0,,
2093,ABA 220803,ABA695,5/6/2023 11:04,JANRI RANTETAMPANG,31.2,31,120,0,,
2094,C0117K21,407,5/6/2023 7:23,JANRI RANTETAMPANG,27,26,35,0,,
2095,C2603Y21,407,5/6/2023 7:23,JANRI RANTETAMPANG,27,27,35,0,,
2096,ABA 201201 CMP,406,5/6/2023 10:50,JANRI RANTETAMPANG,31.1,30,35,0,,
2097,ABA 221005,406,5/6/2023 10:50,JANRI RANTETAMPANG,31.1,30,35,0,,
2098,ABA 221101,ABA696,5/7/2023 7:33,JANRI RANTETAMPANG,28.1,32,95,5,,
2099,ABA 220903,ABA696,5/7/2023 7:33,JANRI RANTETAMPANG,28.1,34,95,5,,
2100,ABA 220609,ABA696,5/7/2023 7:33,JANRI RANTETAMPANG,28.1,34,125,0,,
2101,ABA 221132,ABA696,5/7/2023 7:33,JANRI RANTETAMPANG,28.1,36,125,0,,
2102,ABA 230227,ABA696,5/7/2023 7:33,JANRI RANTETAMPANG,28.1,36,125,0,,
2103,ABA 230226,ABA696,5/7/2023 7:33,JANRI RANTETAMPANG,28.1,35,125,0,,
2104,ABA 230318,ABA696,5/7/2023 7:33,JANRI RANTETAMPANG,28.1,35,125,0,,
2105,ABA 220905,ABA696,5/7/2023 7:33,JANRI RANTETAMPANG,28.1,34,125,0,,
2106,ABA 221108,ABA696,5/7/2023 7:33,JANRI RANTETAMPANG,28.1,33,125,0,,
2107,ABA 221103,ABA6104,5/8/2023 10:25,JANRI RANTETAMPANG,27.3,29,100,0,,
2108,ABA 220619,ABA6104,5/8/2023 10:25,JANRI RANTETAMPANG,27.3,31,100,0,,
2109,ABA 221130,ABA6104,5/8/2023 10:25,JANRI RANTETAMPANG,27.3,28,130,5,,
2110,ABA 221128,ABA6104,5/8/2023 10:25,JANRI RANTETAMPANG,27.3,27,135,0,,
2111,ABA 221126,ABA6104,5/8/2023 10:25,JANRI RANTETAMPANG,27.3,27,130,5,,
2112,ABA 221139,ABA6104,5/8/2023 10:25,JANRI RANTETAMPANG,27.3,30,130,5,,
2113,ABA 221001 DT,ABA6104,5/8/2023 10:25,JANRI RANTETAMPANG,27.3,30,130,0,,
2114,ABA 230222,ABA6104,5/8/2023 10:25,JANRI RANTETAMPANG,27.3,27,120,0,,
2115,ABA 221125,ABA6104,5/8/2023 10:25,JANRI RANTETAMPANG,27.3,27,130,5,,
2116,ABA 221123,ABA6104,5/8/2023 10:25,JANRI RANTETAMPANG,27.3,29,130,5,,
2117,ABA 230218,ABA698,5/8/2023 13:37,JANRI RANTETAMPANG,31.8,31,100,0,,
2118,ABA 230217,ABA698,5/8/2023 13:37,JANRI RANTETAMPANG,31.8,31,100,0,,
2119,ABA 221145,ABA698,5/8/2023 13:37,JANRI RANTETAMPANG,31.8,32,130,5,,
2120,ABA 221147,ABA698,5/8/2023 13:37,JANRI RANTETAMPANG,31.8,30,130,5,,
2121,ABA 221141,ABA698,5/8/2023 13:37,JANRI RANTETAMPANG,31.8,31,130,5,,
2122,ABA 221148,ABA698,5/8/2023 13:37,JANRI RANTETAMPANG,31.8,31,130,5,,
2123,ABA 230223,ABA698,5/8/2023 13:37,JANRI RANTETAMPANG,31.8,32,120,0,,
2124,ABA 230307,ABA698,5/8/2023 13:37,JANRI RANTETAMPANG,31.8,32,115,5,,
2125,ABA 220617,ABA699,5/9/2023 10:43,SEPTIAN (MEK.MAGANG),32,40,110,,,
2126,ABA 220616,ABA699,5/9/2023 10:43,SEPTIAN (MEK.MAGANG),32,40,110,,,
2127,ABA 220908,ABA699,5/9/2023 10:43,SEPTIAN (MEK.MAGANG),32,39,130,,,
2128,ABA 220914,ABA699,5/9/2023 10:43,SEPTIAN (MEK.MAGANG),32,33,115,5,,
2129,ABA 220802,ABA699,5/9/2023 10:43,SEPTIAN (MEK.MAGANG),32,45,130,,,
2130,ABA 220801,ABA699,5/9/2023 10:43,SEPTIAN (MEK.MAGANG),32,40,125,,,
2131,ABA 221115,ABA699,5/9/2023 10:43,SEPTIAN (MEK.MAGANG),32,40,135,,,
2132,ABA 221011,ABA699,5/9/2023 10:43,SEPTIAN (MEK.MAGANG),32,46,130,,,
2133,ABA 220621,ABA6102,5/10/2023 10:30,JANRI RANTETAMPANG,30.1,32,100,0,,
2134,ABA 220622,ABA6102,5/10/2023 10:30,JANRI RANTETAMPANG,30.1,35,100,0,,
2135,ABA 221010,ABA6102,5/10/2023 10:30,JANRI RANTETAMPANG,30.1,33,115,5,,
2136,ABA 221008,ABA6102,5/10/2023 10:30,JANRI RANTETAMPANG,30.1,31,110,10,,
2137,ABA 221015,ABA6102,5/10/2023 10:30,JANRI RANTETAMPANG,30.1,38,115,5,,
2138,ABA 220607,ABA6102,5/10/2023 10:30,JANRI RANTETAMPANG,30.1,33,115,5,,
2139,ABA 221143,ABA6102,5/10/2023 10:30,JANRI RANTETAMPANG,30.1,31,120,0,,
2140,ABA 221014,ABA6102,5/10/2023 10:30,JANRI RANTETAMPANG,30.1,32,110,10,,
2141,ABA 220716,ABA6102,5/10/2023 10:30,JANRI RANTETAMPANG,30.1,38,110,10,,
2142,ABA 230201,310,5/11/2023 7:08,JANRI RANTETAMPANG,25.7,39,65,0,,
2143,ABA 221004,310,5/11/2023 7:08,JANRI RANTETAMPANG,25.7,26,70,0,,
2144,ABA 221002,310,5/11/2023 7:08,JANRI RANTETAMPANG,25.7,29,65,0,,
2145,ABA 221001,310,5/11/2023 7:08,JANRI RANTETAMPANG,25.7,27,65,0,,
2146,ABA 221003,310,5/11/2023 7:08,JANRI RANTETAMPANG,25.7,27,65,0,,
2147,ABA 230215,ABA693,5/12/2023 9:00,,30,35,105,0,,
2148,ABA 230216,ABA693,5/12/2023 9:00,,30,37,105,0,,
2149,ABA 220730,ABA693,5/12/2023 9:00,,30,34,120,0,,
2150,ABA 221138,ABA693,5/12/2023 9:00,,30,36,135,0,,
2151,ABA 220906,ABA693,5/12/2023 9:00,,30,36,120,0,,
2152,ABA 221007,ABA693,5/12/2023 9:00,,30,40,120,0,,
2153,ABA 230305,ABA693,5/12/2023 9:00,,30,35,120,0,,
2154,ABA 230310,ABA693,5/12/2023 9:00,,30,35,120,0,,
2155,ABA 221122,ABA693,5/12/2023 9:00,,30,35,135,0,,
2156,ABA 221106,ABA693,5/12/2023 9:00,,30,40,125,0,,
2157,ABA 220618,ABA692,5/12/2023 9:46,,31,36,100,0,,
2158,ABA 20901,ABA692,5/12/2023 9:46,,31,35,100,0,,
2159,ABA 221109,ABA692,5/12/2023 9:46,,31,38,120,0,,
2160,ABA 221113,ABA692,5/12/2023 9:46,,31,36,120,0,,
2161,ABA 230316,ABA692,5/12/2023 9:46,,31,36,115,5,,
2162,ABA 230315,ABA692,5/12/2023 9:46,,31,37,120,0,,
2163,ABA 221144,ABA692,5/12/2023 9:46,,31,39,135,0,,
2164,ABA 221142,ABA692,5/12/2023 9:46,,31,35,120,0,,
2165,ABA 221116,ABA692,5/12/2023 9:46,,31,35,120,0,,
2166,ABA 221131,ABA692,5/12/2023 9:46,,31,37,135,0,,
2167,ABA 220624,ABA694,5/13/2023 11:30,JANRI RANTETAMPANG,33,42,110,0,,
2168,ABA 220623,ABA694,5/13/2023 11:30,JANRI RANTETAMPANG,33,46,115,0,,
2169,ABA 221005 BS,ABA694,5/13/2023 11:30,JANRI RANTETAMPANG,33,42,130,0,,
2170,ABA 221006,ABA694,5/13/2023 11:30,JANRI RANTETAMPANG,33,48,140,0,,
2171,ABA 220724,ABA694,5/13/2023 11:30,JANRI RANTETAMPANG,33,46,130,0,,
2172,ABA 230408,ABA694,5/13/2023 11:30,JANRI RANTETAMPANG,33,39,130,0,,
2173,ABA 230409,ABA694,5/13/2023 11:30,JANRI RANTETAMPANG,33,44,135,0,,
2174,ABA 220913,ABA694,5/13/2023 11:30,JANRI RANTETAMPANG,33,45,140,0,,
2175,C0117K21,407,5/13/2023 13:44,JANRI RANTETAMPANG,32.2,39,40,0,,
2176,C2603Y21,407,5/13/2023 13:44,JANRI RANTETAMPANG,32.2,39,40,0,,
2177,ABA 230208,ABA6100,5/13/2023 7:46,JANRI RANTETAMPANG,27.7,32,100,0,,
2178,ABA 230205,ABA6100,5/13/2023 7:46,JANRI RANTETAMPANG,27.7,32,100,0,,
2179,ABA 220727,ABA6100,5/13/2023 7:46,JANRI RANTETAMPANG,27.7,31,115,5,,
2180,ABA 220720,ABA6100,5/13/2023 7:46,JANRI RANTETAMPANG,27.7,31,120,0,,
2181,ABA 230402,ABA6100,5/13/2023 7:46,JANRI RANTETAMPANG,27.7,35,115,5,,
2182,ABA 230405,ABA6100,5/13/2023 7:46,JANRI RANTETAMPANG,27.7,32,120,0,,
2183,ABA 230304,ABA6100,5/13/2023 7:46,JANRI RANTETAMPANG,27.7,32,115,5,,
2184,ABA 230403,ABA6100,5/13/2023 7:46,JANRI RANTETAMPANG,27.7,33,115,5,,
2185,ABA 221107,ABA6100,5/13/2023 7:46,JANRI RANTETAMPANG,27.7,31,120,0,,
2186,ABA 211104 GT,ABA695,5/13/2023 8:20,JANRI RANTETAMPANG,28.5,32,100,0,,
2187,ABA 220417,ABA695,5/13/2023 8:20,JANRI RANTETAMPANG,28.5,31,100,0,,
2188,ABA 221003 DT,ABA695,5/13/2023 8:20,JANRI RANTETAMPANG,28.5,33,115,5,,
2189,ABA 230311,ABA695,5/13/2023 8:20,JANRI RANTETAMPANG,28.5,31,120,0,,
2190,ABA 220307,ABA695,5/13/2023 8:20,JANRI RANTETAMPANG,28.5,32,130,0,,
2191,ABA 221127,ABA695,5/13/2023 8:20,JANRI RANTETAMPANG,28.5,36,125,0,,
2192,ABA 220804,ABA695,5/13/2023 8:20,JANRI RANTETAMPANG,28.5,35,120,0,,
2193,ABA 220803,ABA695,5/13/2023 8:20,JANRI RANTETAMPANG,28.5,34,120,0,,
2194,ABA 221101,ABA696,5/14/2023 7:00,JANRI RANTETAMPANG,29,28,100,,,
2195,ABA 220903,ABA696,5/14/2023 7:00,JANRI RANTETAMPANG,29,27,95,5,,
2196,ABA 220609,ABA696,5/14/2023 7:00,JANRI RANTETAMPANG,29,29,125,,,
2197,ABA 221132,ABA696,5/14/2023 7:00,JANRI RANTETAMPANG,29,26,120,,,
2198,ABA 230227,ABA696,5/14/2023 7:00,JANRI RANTETAMPANG,29,28,105,15,,
2199,ABA 230226,ABA696,5/14/2023 7:00,JANRI RANTETAMPANG,29,28,120,,,
2200,ABA 230318,ABA696,5/14/2023 7:00,JANRI RANTETAMPANG,29,29,120,,,
2201,ABA 230407,ABA696,5/14/2023 7:00,JANRI RANTETAMPANG,29,26,115,5,,
2202,ABA 220905,ABA696,5/14/2023 7:00,JANRI RANTETAMPANG,29,27,120,,,
2203,ABA 221108,ABA696,5/14/2023 7:00,JANRI RANTETAMPANG,29,30,120,,,
2204,ABA 221103,ABA6104,5/14/2023 8:05,JANRI RANTETAMPANG,30,41,110,,,
2205,ABA 220619,ABA6104,5/14/2023 8:05,JANRI RANTETAMPANG,30,42,110,,,
2206,ABA 221130,ABA6104,5/14/2023 8:05,JANRI RANTETAMPANG,30,39,145,,,
2207,ABA 221128,ABA6104,5/14/2023 8:05,JANRI RANTETAMPANG,30,45,145,,,
2208,ABA 221126,ABA6104,5/14/2023 8:05,JANRI RANTETAMPANG,30,45,150,,,
2209,ABA 221139,ABA6104,5/14/2023 8:05,JANRI RANTETAMPANG,30,39,145,,,
2210,ABA 221001 DT,ABA6104,5/14/2023 8:05,JANRI RANTETAMPANG,30,39,125,,,
2211,ABA 230222,ABA6104,5/14/2023 8:05,JANRI RANTETAMPANG,30,48,130,,,
2212,ABA 221125,ABA6104,5/14/2023 8:05,JANRI RANTETAMPANG,30,48,145,,,
2213,ABA 221123,ABA6104,5/14/2023 8:05,JANRI RANTETAMPANG,30,40,145,,,
2214,ABA 230218,ABA698,5/15/2023 7:07,FANI WIDI . P (MEK. MAGANG),27,31,100,,,
2215,ABA 230217,ABA698,5/15/2023 7:07,FANI WIDI . P (MEK. MAGANG),27,30,100,,,
2216,ABA 221145,ABA698,5/15/2023 7:07,FANI WIDI . P (MEK. MAGANG),27,31,140,,,
2217,ABA 221147,ABA698,5/15/2023 7:07,FANI WIDI . P (MEK. MAGANG),27,34,140,,,
2218,ABA 221141,ABA698,5/15/2023 7:07,FANI WIDI . P (MEK. MAGANG),27,33,140,,,
2219,ABA 221148,ABA698,5/15/2023 7:07,FANI WIDI . P (MEK. MAGANG),27,30,140,,,
2220,ABA 230223,ABA698,5/15/2023 7:07,FANI WIDI . P (MEK. MAGANG),27,30,125,,,
2221,ABA 230412,ABA698,5/15/2023 7:07,FANI WIDI . P (MEK. MAGANG),27,34,120,,,
2222,ABA 230307,ABA698,5/15/2023 7:07,FANI WIDI . P (MEK. MAGANG),27,30,125,,,
2223,ABA 221105,ABA6105,5/15/2023 13:25,AULEO F.P (MEK.MAGANG),35,56,115,,,
2224,ABA 221102,ABA6105,5/15/2023 13:25,AULEO F.P (MEK.MAGANG),35,49,115,,,
2225,ABA 221117,ABA6105,5/15/2023 13:25,AULEO F.P (MEK.MAGANG),35,54,145,,,
2226,ABA 221118,ABA6105,5/15/2023 13:25,AULEO F.P (MEK.MAGANG),35,64,145,,,
2227,ABA 221121,ABA6105,5/15/2023 13:25,AULEO F.P (MEK.MAGANG),35,50,145,,,
2228,ABA 221119,ABA6105,5/15/2023 13:25,AULEO F.P (MEK.MAGANG),35,47,145,,,
2229,ABA 221129,ABA6105,5/15/2023 13:25,AULEO F.P (MEK.MAGANG),35,53,145,,,
2230,ABA 221004 DT,ABA6105,5/15/2023 13:25,AULEO F.P (MEK.MAGANG),35,67,140,,,
2231,ABA 221120,ABA6105,5/15/2023 13:25,AULEO F.P (MEK.MAGANG),35,52,140,,,
2232,ABA 221149,ABA6105,5/15/2023 13:25,AULEO F.P (MEK.MAGANG),35,47,145,,,
2233,ABA 220617,ABA699,5/15/2023 15:19,FANI W. P,35,40,110,,,
2234,ABA 220616,ABA699,5/15/2023 15:19,FANI W. P,35,41,110,,,
2235,ABA 220908,ABA699,5/15/2023 15:19,FANI W. P,35,43,130,,,
2236,ABA 220914,ABA699,5/15/2023 15:19,FANI W. P,35,49,130,,,
2237,ABA 220802,ABA699,5/15/2023 15:19,FANI W. P,35,43,130,,,
2238,ABA 220801,ABA699,5/15/2023 15:19,FANI W. P,35,40,130,,,
2239,ABA 221115,ABA699,5/15/2023 15:19,FANI W. P,35,43,125,,,
2240,ABA 221011,ABA699,5/15/2023 15:19,FANI W. P,35,43,130,,,
2241,ABA 221104,ABA6106,5/16/2023 8:27,SEPTIAN (MEK.MAGANG),29,42,105,,,
2242,ABA 220904,ABA6106,5/16/2023 8:27,SEPTIAN (MEK.MAGANG),29,42,100,5,,
2243,ABA 221140,ABA6106,5/16/2023 8:27,SEPTIAN (MEK.MAGANG),29,38,145,,,
2244,ABA 221135,ABA6106,5/16/2023 8:27,SEPTIAN (MEK.MAGANG),29,43,145,,,
2245,ABA 221136,ABA6106,5/16/2023 8:27,SEPTIAN (MEK.MAGANG),29,38,135,,,
2246,ABA 230221,ABA6106,5/16/2023 8:27,SEPTIAN (MEK.MAGANG),29,39,130,,,
2247,ABA 230410,ABA6106,5/16/2023 8:27,SEPTIAN (MEK.MAGANG),29,44,130,,,
2248,ABA 230411,ABA6106,5/16/2023 8:27,SEPTIAN (MEK.MAGANG),29,38,130,,,
2249,ABA 220902,ABA6103,5/17/2023 7:48,SEPTIAN (MEK.MAGANG),28,40,110,,,
2250,ABA 220615,ABA6103,5/17/2023 7:48,SEPTIAN (MEK.MAGANG),28,42,110,,,
2251,ABA 220605,ABA6103,5/17/2023 7:48,SEPTIAN (MEK.MAGANG),28,36,130,,,
2252,ABA 220728,ABA6103,5/17/2023 7:48,SEPTIAN (MEK.MAGANG),28,47,135,,,
2253,ABA 220726,ABA6103,5/17/2023 7:48,SEPTIAN (MEK.MAGANG),28,39,130,,,
2254,ABA 230308,ABA6103,5/17/2023 7:48,SEPTIAN (MEK.MAGANG),28,38,130,,,
2255,ABA 230313,ABA6103,5/17/2023 7:48,SEPTIAN (MEK.MAGANG),28,42,130,,,
2256,ABA 221137,ABA6103,5/17/2023 7:48,SEPTIAN (MEK.MAGANG),28,44,135,,,
2257,ABA 220707,ABA6103,5/17/2023 7:48,SEPTIAN (MEK.MAGANG),28,38,130,,,
2258,ABA 220620,ABA6102,5/17/2023 10:15,SEPTIAN (MEK.MAGANG),31,44,105,,,
2259,ABA 220622,ABA6102,5/17/2023 10:15,SEPTIAN (MEK.MAGANG),31,43,105,,,
2260,ABA 221010,ABA6102,5/17/2023 10:15,SEPTIAN (MEK.MAGANG),31,39,125,,,
2261,ABA 221008,ABA6102,5/17/2023 10:15,SEPTIAN (MEK.MAGANG),31,44,135,,,
2262,ABA 220806,ABA6102,5/17/2023 10:15,SEPTIAN (MEK.MAGANG),31,44,130,,,
2263,ABA 221015,ABA6102,5/17/2023 10:15,SEPTIAN (MEK.MAGANG),31,42,130,,,
2264,ABA 220607,ABA6102,5/17/2023 10:15,SEPTIAN (MEK.MAGANG),31,43,125,,,
2265,ABA 221143,ABA6102,5/17/2023 10:15,SEPTIAN (MEK.MAGANG),31,36,135,,,
2266,ABA 220716,ABA6102,5/17/2023 10:15,SEPTIAN (MEK.MAGANG),31,40,130,,,
2267,ABA 230201,310,5/18/2023 8:22,SEPTIAN (MEK.MAGANG),29,31,70,,,
2268,ABA 221004,310,5/18/2023 8:22,SEPTIAN (MEK.MAGANG),29,32,70,,,
2269,ABA 221002,310,5/18/2023 8:22,SEPTIAN (MEK.MAGANG),29,32,70,,,
2270,ABA 221001,310,5/18/2023 8:22,SEPTIAN (MEK.MAGANG),29,32,70,,,
